Date,Open,High,Low,Close,Adj Close,Volume,percent_change
2020-04-27,147.522003,159.897995,147.0,159.75,159.75,103407000,0.08288930973910372
2020-04-28,159.128006,161.0,151.337997,153.824005,153.824005,76110000,-0.033331662561020214
2020-04-29,158.033997,160.639999,156.632004,160.102005,160.102005,81080000,0.013085842535514633
2020-04-30,171.037994,173.96400500000001,152.699997,156.37600700000002,156.37600700000002,142359500,-0.08572356736129624
2020-05-01,151.0,154.554001,136.608002,140.26400800000002,140.26400800000002,162659000,-0.0710992847682118
2020-05-04,140.199997,152.399994,139.600006,152.238007,152.238007,96185500,0.08586312594571606
2020-05-05,157.957993,159.783997,152.436005,153.641998,153.641998,84958500,-0.027323688520149703
2020-05-06,155.300003,157.96000700000002,152.222,156.516006,156.516006,55616000,0.007830025605344003
2020-05-07,155.442001,159.279999,154.470001,156.007996,156.007996,57638500,0.0036411973363620473
2020-05-08,158.753998,164.800003,157.401993,163.884003,163.884003,80432500,0.032314178317575416
2020-05-11,158.102005,164.800003,157.0,162.257996,162.257996,82598000,0.02628676973451412
2020-05-12,165.399994,168.658005,161.600006,161.882004,161.882004,79534500,-0.021269589647022583
2020-05-13,164.166,165.199997,152.66000400000001,158.192001,158.192001,95327500,-0.03638998940097214
2020-05-14,156.0,160.671997,152.800003,160.666,160.666,68411000,0.02991025641025639
2020-05-15,158.070007,161.009995,157.309998,159.834,159.834,52592000,0.01115956805138877
2020-05-18,165.556,166.944,160.776001,162.725998,162.725998,58329000,-0.01709392592234656
2020-05-19,163.033997,164.414001,161.216003,161.602005,161.602005,48182500,-0.00878339503631263
2020-05-20,164.100006,165.199997,162.360001,163.112,163.112,36546500,-0.006020755416669593
2020-05-21,163.199997,166.5,159.199997,165.520004,165.520004,61273000,0.014215729427985246
2020-05-22,164.434006,166.35600300000002,162.399994,163.37600700000002,163.37600700000002,49937500,-0.006434186125709272
2020-05-26,166.899994,166.919998,163.141998,163.774002,163.774002,40448500,-0.01872973105079918
2020-05-27,164.171997,165.542007,157.0,164.046005,164.046005,57747500,-0.0007674390413853377
2020-05-28,162.701996,164.949997,160.337997,161.162003,161.162003,36278000,-0.009465114367742665
2020-05-29,161.75,167.0,160.841995,167.0,167.0,58822500,0.03245749613601236
2020-06-01,171.600006,179.800003,170.820007,179.619995,179.619995,74697500,0.04673653099988808
2020-06-02,178.940002,181.73199499999998,174.199997,176.311996,176.311996,67828000,-0.014686520457287126
2020-06-03,177.62399299999998,179.587997,176.020004,176.591995,176.591995,39747500,-0.0058100146414340964
2020-06-04,177.975998,179.149994,171.688004,172.87600700000002,172.87600700000002,44438500,-0.028655498816194242
2020-06-05,175.567993,177.304001,173.240005,177.132004,177.132004,39059500,0.008908292299041054
2020-06-08,183.800003,190.0,181.832001,189.983994,189.983994,70873500,0.03364521707869608
2020-06-09,188.001999,190.888,184.78599499999999,188.134003,188.134003,56941000,0.0007021414703148709
2020-06-10,198.37600700000002,205.496002,196.5,205.009995,205.009995,92817000,0.03344148367700529
2020-06-11,198.03999299999998,203.792007,194.399994,194.567993,194.567993,79582500,-0.01753181237488723
2020-06-12,196.0,197.595993,182.520004,187.056,187.056,83817000,-0.04563265306122443
2020-06-15,183.557999,199.76800500000002,181.699997,198.179993,198.179993,78486000,0.07965871321140301
2020-06-16,202.369995,202.576004,192.477997,196.425995,196.425995,70255500,-0.02937194320729211
2020-06-17,197.542007,201.0,196.51400800000002,198.358002,198.358002,49454000,0.004130741670555097
2020-06-18,200.600006,203.83999599999999,198.89399699999998,200.792007,200.792007,48759500,0.0009571335705742937
2020-06-19,202.556,203.194,198.26800500000002,200.179993,200.179993,43398500,-0.011730124015087261
2020-06-22,199.990005,201.776001,198.003998,198.863998,198.863998,31812000,-0.005630316375060779
2020-06-23,199.776001,202.399994,198.80200200000002,200.35600300000002,200.35600300000002,31826500,0.00290326163851887
2020-06-24,198.82200600000002,200.175995,190.628006,192.169998,192.169998,54798000,-0.03345710132308002
2020-06-25,190.854004,197.195999,187.429993,197.195999,197.195999,46272500,0.033229562215524686
2020-06-26,198.955994,199.0,190.973999,191.94799799999998,191.94799799999998,44274500,-0.035223849551373754
2020-06-29,193.80200200000002,202.0,189.703995,201.869995,201.869995,45132000,0.0416300807872974
2020-06-30,201.300003,217.537994,200.746002,215.962006,215.962006,84592500,0.07283657616239578
2020-07-01,216.600006,227.065994,216.100006,223.92599500000003,223.92599500000003,66634500,0.033822662959667786
2020-07-02,244.29600499999998,245.600006,237.11999500000002,241.731995,241.731995,86250500,-0.010495505237590635
2020-07-06,255.33799700000003,275.558014,253.20799300000002,274.31601,274.31601,102849500,0.07432506412275167
2020-07-07,281.00201400000003,285.899994,267.34201,277.971985,277.971985,107448500,-0.010782944068151813
2020-07-08,281.0,283.451996,262.26800499999996,273.175995,273.175995,81556500,-0.027843434163701067
2020-07-09,279.39801,281.71200600000003,270.256012,278.85598799999997,278.85598799999997,58588000,-0.0019399637098346954
2020-07-10,279.200012,309.783997,275.201996,308.929993,308.929993,116688000,0.10648273539472487
2020-07-13,331.799988,358.99798599999997,294.221985,299.411987,299.411987,194927000,-0.09761302643567298
2020-07-14,311.200012,318.0,286.200012,303.359985,303.359985,117090500,-0.025192887846032668
2020-07-15,308.600006,310.0,291.399994,309.201996,309.201996,81839000,0.0019507128590269718
2020-07-16,295.432007,306.34201,293.200012,300.127991,300.127991,71504000,0.01589531225030743
2020-07-17,302.690002,307.50201400000003,298.0,300.167999,300.167999,46650000,-0.008331966643549673
2020-07-20,303.802002,330.0,297.600006,328.600006,328.600006,85607000,0.0816255450482515
2020-07-21,327.985992,335.0,311.600006,313.67199700000003,313.67199700000003,80536000,-0.04364209249521844
2020-07-22,319.799988,325.283997,312.399994,318.466003,318.466003,70805500,-0.0041713103503930845
2020-07-23,335.790009,337.799988,296.153992,302.614014,302.614014,121642500,-0.09879982760297076
2020-07-24,283.201996,293.0,273.308014,283.399994,283.399994,96983000,0.0006991405526675177
2020-07-27,287.0,309.588013,282.600006,307.920013,307.920013,80243500,0.07289203135888496
2020-07-28,300.799988,312.940002,294.884003,295.298004,295.298004,79043500,-0.018291170942466906
2020-07-29,300.200012,306.96200600000003,297.399994,299.821991,299.821991,47134500,-0.0012592304626556435
2020-07-30,297.600006,302.64801,294.200012,297.49798599999997,297.49798599999997,38105000,-0.0003428091328736016
2020-07-31,303.0,303.410004,284.196014,286.152008,286.152008,61041000,-0.05560393399339926
2020-08-03,289.839996,301.96200600000003,288.87600699999996,297.0,297.0,44046500,0.02470329871243862
2020-08-04,299.00201400000003,305.48199500000004,292.399994,297.399994,297.399994,42075000,-0.005357890331802375
2020-08-05,298.597992,299.967987,293.661987,297.003998,297.003998,24739000,-0.0053382609485195485
2020-08-06,298.16598500000003,303.46200600000003,295.451996,297.91598500000003,297.91598500000003,29961500,-0.0008384591555606183
2020-08-07,299.90799,299.950012,283.00201400000003,290.541992,290.541992,44482000,-0.03122957144289484
2020-08-10,289.600006,291.5,277.167999,283.713989,283.713989,37611500,-0.02032464391592582
2020-08-11,279.200012,284.0,273.0,274.877991,274.877991,43129000,-0.015480017242979224
2020-08-12,294.0,317.0,287.0,310.951996,310.951996,109147000,0.057659850340136085
2020-08-13,322.200012,330.235992,313.451996,324.200012,324.200012,102126500,0.006207324411893566
2020-08-14,332.99798599999997,333.76001,325.32800299999997,330.141998,330.141998,62888000,-0.008576592412183443
2020-08-17,335.399994,369.17199700000003,334.56601,367.127991,367.127991,101211500,0.09459748827544706
2020-08-18,379.798004,384.77999900000003,369.022003,377.417999,377.417999,82372500,-0.006266502127272851
2020-08-19,373.0,382.200012,368.242004,375.705994,375.705994,61026500,0.007254675603217093
2020-08-20,372.135986,404.39801,371.411987,400.365997,400.365997,103059000,0.07585939565651141
2020-08-21,408.951996,419.097992,405.01001,409.996002,409.996002,107448000,0.00255288153673657
2020-08-24,425.256012,425.799988,385.503998,402.839996,402.839996,100318000,-0.05271181445401885
2020-08-25,394.977997,405.589996,393.600006,404.667999,404.667999,53294500,0.024533017215133613
2020-08-26,412.0,433.200012,410.72601299999997,430.634003,430.634003,71197000,0.04522816262135924
2020-08-27,436.09200999999996,459.119995,428.5,447.75,447.75,118465000,0.026732867680836533
2020-08-28,459.02398700000003,463.69799800000004,437.303986,442.67999299999997,442.67999299999997,100406000,-0.03560596932377755
2020-08-31,444.60998499999994,500.14001500000006,440.10998499999994,498.32000700000003,498.32000700000003,118374400,0.12080255462548846
2020-09-01,502.14001500000006,502.48999000000003,470.51000999999997,475.049988,475.049988,89841100,-0.053949150019442435
2020-09-02,478.98999000000003,479.040009,405.119995,447.369995,447.369995,96176100,-0.06601389519643201
2020-09-03,407.230011,431.799988,402.0,407.0,407.0,87596100,-0.0005648183920315009
2020-09-04,402.809998,428.0,372.019989,418.320007,418.320007,110321900,0.03850452838064851
2020-09-08,356.0,368.73999,329.880005,330.209991,330.209991,115465700,-0.07244384550561797
2020-09-09,356.600006,369.0,341.51001,366.27999900000003,366.27999900000003,79465800,0.02714524070983898
2020-09-10,386.209991,398.98999,360.559998,371.339996,371.339996,84930600,-0.038502357128301266
2020-09-11,381.940002,382.5,360.5,372.72000099999997,372.72000099999997,60717500,-0.024139919756297284
2020-09-14,380.950012,420.0,373.299988,419.619995,419.619995,83020600,0.10150933661080971
2020-09-15,436.55999800000006,461.94000199999994,430.700012,449.76000999999997,449.76000999999997,97298200,0.030236421249021306
2020-09-16,439.869995,457.790009,435.30999800000006,441.76000999999997,441.76000999999997,72279300,0.004296758181925885
2020-09-17,415.600006,437.790009,408.0,423.42999299999997,423.42999299999997,76779200,0.018840199439265553
2020-09-18,447.94000199999994,451.0,428.799988,442.14999400000005,442.14999400000005,86406800,-0.01292585608373482
2020-09-21,453.130005,455.67999299999997,407.070007,449.39001500000006,449.39001500000006,109476800,-0.008253679868319293
2020-09-22,429.60000599999995,437.76000999999997,417.600006,424.23001100000005,424.23001100000005,79580800,-0.01249998818668523
2020-09-23,405.160004,412.149994,375.880005,380.359985,380.359985,95074200,-0.06121043231108276
2020-09-24,363.799988,399.5,351.299988,387.790009,387.790009,96561100,0.06594288562758285
2020-09-25,393.47000099999997,408.730011,391.299988,407.339996,407.339996,67208500,0.03525045102485467
2020-09-28,424.619995,428.079987,415.549988,421.200012,421.200012,49719600,-0.00805422033882319
2020-09-29,416.0,428.5,411.600006,419.070007,419.070007,50219300,0.007379824519230711
2020-09-30,421.32000700000003,433.92999299999997,420.47000099999997,429.01000999999997,429.01000999999997,48145600,0.018252166695705795
2020-10-01,440.76000999999997,448.880005,434.420013,448.160004,448.160004,50741500,0.016789168327680293
2020-10-02,421.39001500000006,439.130005,415.0,415.089996,415.089996,71430000,-0.014950565451818018
2020-10-05,423.35000599999995,433.64001500000006,419.329987,425.67999299999997,425.67999299999997,44722800,0.005503689540517019
2020-10-06,423.790009,428.77999900000003,406.049988,413.980011,413.980011,49146300,-0.023148252180716245
2020-10-07,419.869995,429.89999400000005,413.850006,425.299988,425.299988,43127700,0.01293255785043646
2020-10-08,438.44000199999994,439.0,425.299988,425.920013,425.920013,40421100,-0.02855576348619749
2020-10-09,430.130005,434.589996,426.459991,434.0,434.0,28925700,0.008997268163145274
2020-10-12,442.0,448.73999000000003,438.579987,442.299988,442.299988,38791100,0.0006787058823529068
2020-10-13,443.35000599999995,448.89001500000006,436.60000599999995,446.64999400000005,446.64999400000005,34463700,0.007443302030766407
2020-10-14,449.77999900000003,465.89999400000005,447.35000599999995,461.299988,461.299988,47879700,0.025612497277807927
2020-10-15,450.30999800000006,456.57000700000003,442.5,448.880005,448.880005,35672400,-0.003175574618265707
2020-10-16,454.44000199999994,455.950012,438.85000599999995,439.670013,439.670013,32775900,-0.03250151600870725
2020-10-19,446.23999000000003,447.0,428.869995,430.829987,430.829987,36287800,-0.03453299423030199
2020-10-20,431.75,431.75,419.049988,421.94000199999994,421.94000199999994,31656300,-0.02272147770700652
2020-10-21,422.700012,432.950012,421.25,422.64001500000006,422.64001500000006,32370500,-0.00014193754032813466
2020-10-22,441.920013,445.23001100000005,424.51000999999997,425.790009,425.790009,39993200,-0.036499826949452925
2020-10-23,421.839996,422.89001500000006,407.380005,420.630005,420.630005,33717000,-0.0028683648100546687
2020-10-26,411.630005,425.76000999999997,410.0,420.27999900000003,420.27999900000003,28239200,0.021014002611398675
2020-10-27,423.76000999999997,430.5,420.10000599999995,424.67999299999997,424.67999299999997,22686500,0.0021710000431612274
2020-10-28,416.480011,418.600006,406.0,406.019989,406.019989,25451400,-0.025115303793055224
2020-10-29,409.959991,418.059998,406.459991,410.829987,410.829987,22655300,0.0021221485488812364
2020-10-30,406.899994,407.589996,379.109985,388.040009,388.040009,42511300,-0.046350418476536016
2020-11-02,394.0,406.980011,392.299988,400.51001,400.51001,29021100,0.016522868020304626
2020-11-03,409.730011,427.76998899999995,406.690002,423.89999400000005,423.89999400000005,34351700,0.034583707855366394
2020-11-04,430.619995,435.39999400000005,417.100006,420.98001100000005,420.98001100000005,32143100,-0.022386289795948675
2020-11-05,428.299988,440.0,424.0,438.089996,438.089996,28414500,0.022857829265220526
2020-11-06,436.10000599999995,436.57000700000003,424.27999900000003,429.950012,429.950012,21706000,-0.014102256169196054
2020-11-09,439.5,452.5,421.0,421.26000999999997,421.26000999999997,34833000,-0.04150168373151316
2020-11-10,420.089996,420.089996,396.02999900000003,410.359985,410.359985,30284200,-0.02316172984990576
2020-11-11,416.450012,418.700012,410.579987,417.130005,417.130005,17357700,0.0016328322257317346
2020-11-12,415.049988,423.0,409.519989,411.76001,411.76001,19855100,-0.007926703036068905
2020-11-13,410.850006,412.52999900000003,401.660004,408.5,408.5,19771100,-0.005719863613680968
2020-11-16,408.929993,412.450012,404.089996,408.089996,408.089996,26838600,-0.002054133994519789
2020-11-17,460.170013,462.0,433.01000999999997,441.60998499999994,441.60998499999994,61188300,-0.040332980150099534
2020-11-18,448.35000599999995,496.0,443.5,486.64001500000006,486.64001500000006,78044000,0.08540204859504366
2020-11-19,492.0,508.60998499999994,487.57000700000003,499.26998899999995,499.26998899999995,62475300,0.01477640040650397
2020-11-20,497.98999000000003,502.5,489.05999800000006,489.60998499999994,489.60998499999994,32911900,-0.01682765751978287
2020-11-23,503.5,526.0,501.790009,521.849976,521.849976,50260300,0.03644483813306846
2020-11-24,540.400024,559.98999,526.200012,555.380005,555.380005,53648500,0.027720170863648873
2020-11-25,550.0599980000001,574.0,545.369995,574.0,574.0,48930200,0.04352252860968801
2020-11-27,581.159973,598.780029,578.450012,585.76001,585.76001,37561100,0.007915268108115095
2020-11-30,602.210022,607.799988,554.51001,567.599976,567.599976,63003100,-0.057471720389269794
2020-12-01,597.590027,597.849976,572.049988,584.76001,584.76001,40103500,-0.021469596914809288
2020-12-02,556.4400019999999,571.539978,541.210022,568.820007,568.820007,47775700,0.02224858916595306
2020-12-03,590.02002,598.969971,582.429993,593.380005,593.380005,42552000,0.005694696596905199
2020-12-04,591.01001,599.039978,585.5,599.039978,599.039978,29401300,0.013586856168476831
2020-12-07,604.919983,648.789978,603.049988,641.76001,641.76001,56309700,0.060900661302835425
2020-12-08,625.51001,651.280029,618.5,649.880005,649.880005,64265000,0.03896019985355633
2020-12-09,653.6900019999999,654.320007,588.0,604.47998,604.47998,71291200,-0.07528036508044984
2020-12-10,574.369995,627.75,566.340027,627.070007,627.070007,67083200,0.09175272465268666
2020-12-11,615.01001,624.0,596.799988,609.98999,609.98999,46475000,-0.008162501290019542
2020-12-14,619.0,642.75,610.200012,639.830017,639.830017,52040600,0.03365107754442649
2020-12-15,643.280029,646.900024,623.799988,633.25,633.25,45071500,-0.015592010551908512
2020-12-16,628.22998,632.5,605.0,622.77002,622.77002,42095800,-0.00869102108116507
2020-12-17,628.1900019999999,658.820007,619.5,655.900024,655.900024,56270100,0.044110893060663674
2020-12-18,668.900024,695.0,628.539978,695.0,695.0,222126200,0.0390192481141247
2020-12-21,666.23999,668.5,646.070007,649.8599849999999,649.8599849999999,58045300,-0.024585742744142536
2020-12-22,648.0,649.880005,614.22998,640.340027,640.340027,51716000,-0.011820945987654378
2020-12-23,632.200012,651.5,622.570007,645.97998,645.97998,33173000,0.021796848684653203
2020-12-24,642.98999,666.090027,641.0,661.77002,661.77002,22865600,0.029207344269854045
2020-12-28,674.51001,681.400024,660.799988,663.6900019999999,663.6900019999999,32278600,-0.01604128602924667
2020-12-29,661.0,669.900024,655.0,665.98999,665.98999,22910800,0.007549152798789764
2020-12-30,672.0,696.599976,668.3599849999999,694.780029,694.780029,42846000,0.03389885267857145
2020-12-31,699.98999,718.719971,691.119995,705.669983,705.669983,49649900,0.008114391750087694
2021-01-04,719.460022,744.48999,717.1900019999999,729.77002,729.77002,48638200,0.014330188870452714
2021-01-05,723.659973,740.840027,719.200012,735.1099849999999,735.1099849999999,32245200,0.015822364683972787
2021-01-06,758.48999,774.0,749.099976,755.97998,755.97998,44700000,-0.003309219677375148
2021-01-07,777.630005,816.98999,775.200012,816.039978,816.039978,51498900,0.04939363547320944
2021-01-08,856.0,884.48999,838.3900150000001,880.0200199999999,880.0200199999999,75055500,0.028060771028037303
2021-01-11,849.400024,854.429993,803.619995,811.1900019999999,811.1900019999999,59301600,-0.04498471970846105
2021-01-12,831.0,868.0,827.340027,849.4400019999999,849.4400019999999,46270700,0.022190134777376577
2021-01-13,852.76001,860.4699710000001,832.0,854.409973,854.409973,33312500,0.0019348503455269563
2021-01-14,843.3900150000001,863.0,838.75,845.0,845.0,31266300,0.0019089448195565104
2021-01-15,852.0,859.900024,819.099976,826.159973,826.159973,38777600,-0.030328670187793384
2021-01-19,837.799988,850.0,833.0,844.5499880000001,844.5499880000001,25367000,0.00805681558448544
2021-01-20,858.73999,859.5,837.280029,850.4500119999999,850.4500119999999,25665900,-0.009653653138943875
2021-01-21,855.0,855.7199710000001,841.419983,844.98999,844.98999,20521100,-0.01170761403508768
2021-01-22,834.3099980000001,848.0,828.619995,846.6400150000001,846.6400150000001,20066500,0.014778699799304091
2021-01-25,855.0,900.400024,838.820007,880.7999880000001,880.7999880000001,41173400,0.030175424561403624
2021-01-26,891.3800050000001,895.900024,871.599976,883.090027,883.090027,23131600,-0.009300161495096732
2021-01-27,870.349976,891.5,858.659973,864.159973,864.159973,27334000,-0.007112084989590364
2021-01-28,820.0,848.0,801.0,835.429993,835.429993,26378000,0.018817064634146303
2021-01-29,830.0,842.409973,780.099976,793.530029,793.530029,34990800,-0.043939724096385524
2021-02-01,814.289978,842.0,795.5599980000001,839.8099980000001,839.8099980000001,25391400,0.03134021133685136
2021-02-02,844.679993,880.5,842.2000119999999,872.7899779999999,872.7899779999999,24346200,0.03327885735775908
2021-02-03,877.0200199999999,878.080017,853.0599980000001,854.6900019999999,854.6900019999999,18343500,-0.025461240896188432
2021-02-04,855.0,856.5,833.419983,849.98999,849.98999,15812700,-0.0058596608187134105
2021-02-05,845.0,864.7700199999999,838.9699710000001,852.2299800000001,852.2299800000001,18566600,0.008556189349112507
2021-02-08,869.669983,877.7700199999999,854.75,863.419983,863.419983,20161700,-0.007186634151083492
2021-02-09,855.1199949999999,859.7999880000001,841.75,849.4600220000001,849.4600220000001,15157700,-0.006618922529112198
2021-02-10,843.6400150000001,844.820007,800.02002,804.820007,804.820007,36216100,-0.046014896531431156
2021-02-11,812.4400019999999,829.880005,801.72998,811.659973,811.659973,21622800,-0.0009601065901231923
2021-02-12,801.26001,817.330017,785.330017,816.119995,816.119995,23768300,0.01854577142817854
2021-02-16,818.0,821.0,792.4400019999999,796.219971,796.219971,19802300,-0.026625952322738403
2021-02-17,779.090027,799.840027,762.01001,798.150024,798.150024,25996500,0.024464434583244984
2021-02-18,780.900024,794.6900019999999,776.27002,787.380005,787.380005,17957100,0.008298092970733412
2021-02-19,795.0,796.789978,777.369995,781.299988,781.299988,18958300,-0.017232719496855366
2021-02-22,762.6400150000001,768.5,710.200012,714.5,714.5,37269700,-0.06312285488980021
2021-02-23,662.130005,713.6099849999999,619.0,698.840027,698.840027,66606900,0.05544231755514536
2021-02-24,711.849976,745.0,694.169983,742.02002,742.02002,36767000,0.04238258764793451
2021-02-25,726.150024,737.210022,670.580017,682.219971,682.219971,39023900,-0.06049721345185832
2021-02-26,700.0,706.700012,659.51001,675.5,675.5,41089200,-0.035
2021-03-01,690.1099849999999,719.0,685.049988,718.429993,718.429993,27136200,0.04103694862493554
